"fips","Urban_Code"
27033,"Noncore"
27035,"Micropolitan"
27037,"Large fringe metro"
27039,"Small metro"
27041,"Micropolitan"
27043,"Noncore"
27045,"Small metro"
27047,"Micropolitan"
27049,"Micropolitan"
27051,"Noncore"
27053,"Large central metro"
27055,"Small metro"
27057,"Noncore"
27059,"Large fringe metro"
27061,"Noncore"
27063,"Noncore"
27065,"Noncore"
27067,"Micropolitan"
27069,"Noncore"
27071,"Noncore"
27073,"Noncore"
27075,"Noncore"
27079,"Large fringe metro"
27081,"Noncore"
27083,"Micropolitan"
27085,"Micropolitan"
27087,"Noncore"
27089,"Noncore"
27091,"Noncore"
27093,"Noncore"
27095,"Large fringe metro"
27097,"Noncore"
27099,"Micropolitan"
27101,"Noncore"
27103,"Small metro"
27105,"Micropolitan"
27107,"Noncore"
27109,"Small metro"
27111,"Micropolitan"
27113,"Noncore"
27115,"Noncore"
27117,"Noncore"
27119,"Small metro"
27121,"Noncore"
27123,"Large central metro"
27125,"Noncore"
27127,"Noncore"
27129,"Noncore"
27131,"Micropolitan"
27133,"Noncore"
27135,"Noncore"
27137,"Medium metro"
27139,"Large fringe metro"
27141,"Large fringe metro"
27143,"Large fringe metro"
27145,"Small metro"
27147,"Micropolitan"
27149,"Noncore"
27151,"Noncore"
27153,"Noncore"
27157,"Small metro"
27159,"Noncore"
27161,"Noncore"
27163,"Large fringe metro"
27165,"Noncore"
27167,"Micropolitan"
27169,"Micropolitan"
27171,"Large fringe metro"
27173,"Noncore"
29001,"Micropolitan"
29003,"Small metro"
29005,"Noncore"
29007,"Micropolitan"
29009,"Noncore"
29011,"Noncore"
29013,"Large fringe metro"
29015,"Noncore"
29017,"Small metro"
29019,"Small metro"
29021,"Small metro"
29023,"Micropolitan"
29025,"Large fringe metro"
29027,"Small metro"
29029,"Noncore"
29031,"Small metro"
29033,"Noncore"
29035,"Noncore"
29037,"Large fringe metro"
29039,"Noncore"
29041,"Noncore"
29043,"Medium metro"
29045,"Micropolitan"
29047,"Large fringe metro"
29049,"Large fringe metro"
29051,"Small metro"
29053,"Noncore"
29055,"Noncore"
29057,"Noncore"
29059,"Medium metro"
29061,"Noncore"
29063,"Small metro"
29065,"Noncore"
29067,"Noncore"
29069,"Micropolitan"
29071,"Large fringe metro"
29073,"Noncore"
29075,"Noncore"
29077,"Medium metro"
29079,"Noncore"
29081,"Noncore"
29083,"Noncore"
29085,"Noncore"
29087,"Noncore"
29089,"Noncore"
29091,"Micropolitan"
29093,"Noncore"
29095,"Large central metro"
29097,"Small metro"
29099,"Large fringe metro"
29101,"Micropolitan"
29105,"Micropolitan"
29107,"Large fringe metro"
29109,"Noncore"
29111,"Micropolitan"
29113,"Large fringe metro"
29115,"Noncore"
29117,"Noncore"
29119,"Medium metro"
29121,"Noncore"
29123,"Noncore"
29125,"Noncore"
29127,"Micropolitan"
29129,"Noncore"
29131,"Noncore"
29133,"Noncore"
29135,"Small metro"
29137,"Noncore"
29139,"Noncore"
29141,"Noncore"
29143,"Noncore"
29145,"Small metro"
29147,"Micropolitan"
29151,"Small metro"
29153,"Noncore"
29155,"Noncore"
29157,"Noncore"
29159,"Micropolitan"
29161,"Micropolitan"
29163,"Noncore"
29165,"Large fringe metro"
29167,"Medium metro"
29169,"Micropolitan"
29171,"Noncore"
29173,"Micropolitan"
29175,"Micropolitan"
29177,"Large fringe metro"
29181,"Noncore"
29183,"Large fringe metro"
29185,"Noncore"
29186,"Noncore"
29187,"Micropolitan"
29189,"Large fringe metro"
29195,"Micropolitan"
29197,"Micropolitan"
29199,"Noncore"
29201,"Micropolitan"
29203,"Noncore"
29205,"Noncore"
29207,"Noncore"
29209,"Micropolitan"
29211,"Noncore"
29213,"Micropolitan"
29215,"Noncore"
29217,"Noncore"
29219,"Large fringe metro"
29221,"Noncore"
29223,"Noncore"
29225,"Medium metro"
29229,"Noncore"
29510,"Large central metro"
28001,"Micropolitan"
28003,"Micropolitan"
28005,"Micropolitan"
28007,"Noncore"
28009,"Large fringe metro"
28011,"Micropolitan"
28013,"Noncore"
28015,"Micropolitan"
28017,"Noncore"
28019,"Noncore"
28021,"Micropolitan"
28023,"Micropolitan"
28025,"Noncore"
28027,"Micropolitan"
28029,"Medium metro"
28031,"Noncore"
28033,"Large fringe metro"
28035,"Small metro"
28037,"Noncore"
28039,"Noncore"
28041,"Noncore"
28043,"Micropolitan"
28045,"Medium metro"
28047,"Medium metro"
28049,"Medium metro"
28051,"Noncore"
28053,"Noncore"
28057,"Micropolitan"
28059,"Medium metro"
28061,"Micropolitan"
28063,"Noncore"
28065,"Noncore"
28067,"Micropolitan"
28069,"Micropolitan"
28071,"Micropolitan"
28073,"Small metro"
28075,"Micropolitan"
28077,"Noncore"
28079,"Noncore"
28081,"Micropolitan"
28083,"Micropolitan"
28085,"Micropolitan"
28087,"Micropolitan"
28089,"Medium metro"
28091,"Noncore"
28093,"Large fringe metro"
28095,"Noncore"
28097,"Noncore"
28099,"Noncore"
28101,"Noncore"
28103,"Noncore"
28105,"Micropolitan"
28107,"Noncore"
28109,"Micropolitan"
28111,"Small metro"
28113,"Micropolitan"
28115,"Micropolitan"
28117,"Noncore"
28119,"Noncore"
28121,"Medium metro"
28123,"Noncore"
28125,"Noncore"
28127,"Medium metro"
28129,"Noncore"
28131,"Noncore"
28133,"Micropolitan"
28135,"Noncore"
28137,"Large fringe metro"
28139,"Noncore"
28141,"Noncore"
28143,"Large fringe metro"
28145,"Noncore"
28147,"Noncore"
28149,"Micropolitan"
28151,"Micropolitan"
28153,"Noncore"
28155,"Noncore"
28157,"Noncore"
28159,"Noncore"
28161,"Noncore"
28163,"Medium metro"
30001,"Noncore"
30003,"Noncore"
30005,"Noncore"
30007,"Noncore"
30009,"Small metro"
30011,"Noncore"
30013,"Small metro"
30015,"Noncore"
30017,"Noncore"
30019,"Noncore"
30021,"Noncore"
30023,"Noncore"
30025,"Noncore"
30027,"Noncore"
30029,"Micropolitan"
30031,"Micropolitan"
30035,"Noncore"
30037,"Small metro"
30041,"Noncore"
30043,"Micropolitan"
30047,"Noncore"
30049,"Micropolitan"
30053,"Noncore"
30055,"Noncore"
30057,"Noncore"
30059,"Noncore"
30061,"Noncore"
30063,"Small metro"
30065,"Noncore"
30067,"Noncore"
30071,"Noncore"
30073,"Noncore"
30075,"Noncore"
30077,"Noncore"
30079,"Noncore"
30081,"Noncore"
30083,"Noncore"
30085,"Noncore"
30087,"Noncore"
30089,"Noncore"
30091,"Noncore"
30093,"Micropolitan"
30095,"Noncore"
30097,"Noncore"
30099,"Noncore"
30101,"Noncore"
30105,"Noncore"
30107,"Noncore"
30109,"Noncore"
30111,"Small metro"
37001,"Small metro"
37003,"Medium metro"
37005,"Noncore"
37007,"Noncore"
37009,"Noncore"
37011,"Noncore"
37013,"Micropolitan"
37015,"Noncore"
37017,"Noncore"
37019,"Medium metro"
37021,"Medium metro"
37023,"Medium metro"
37025,"Large fringe metro"
37027,"Medium metro"
37029,"Micropolitan"
37031,"Micropolitan"
37033,"Noncore"
37035,"Medium metro"
37037,"Medium metro"
37039,"Noncore"
37041,"Noncore"
37043,"Noncore"
37045,"Micropolitan"
37047,"Noncore"
37049,"Small metro"
37051,"Medium metro"
37053,"Large fringe metro"
37055,"Micropolitan"
37057,"Medium metro"
37059,"Medium metro"
37061,"Noncore"
37063,"Medium metro"
37065,"Small metro"
37067,"Medium metro"
37069,"Large fringe metro"
37071,"Large fringe metro"
37073,"Large fringe metro"
37075,"Noncore"
37077,"Micropolitan"
37079,"Noncore"
37081,"Medium metro"
37083,"Micropolitan"
37085,"Micropolitan"
37087,"Medium metro"
37089,"Medium metro"
37091,"Noncore"
37093,"Medium metro"
37095,"Noncore"
37097,"Large fringe metro"
37099,"Micropolitan"
37101,"Large fringe metro"
37103,"Small metro"
37105,"Micropolitan"
37107,"Micropolitan"
37109,"Large fringe metro"
37111,"Micropolitan"
37113,"Noncore"
37115,"Medium metro"
37117,"Noncore"
37119,"Large central metro"
37121,"Noncore"
37123,"Noncore"
37125,"Micropolitan"
37127,"Small metro"
37129,"Medium metro"
37131,"Micropolitan"
37133,"Small metro"
37135,"Medium metro"
37137,"Small metro"
37139,"Micropolitan"
37141,"Medium metro"
37143,"Micropolitan"
37145,"Medium metro"
37147,"Small metro"
37149,"Noncore"
37151,"Medium metro"
37153,"Micropolitan"
37155,"Micropolitan"
37157,"Medium metro"
37159,"Large fringe metro"
37161,"Micropolitan"
37163,"Noncore"
37165,"Micropolitan"
37167,"Micropolitan"
37169,"Medium metro"
37171,"Micropolitan"
37175,"Micropolitan"
37179,"Large fringe metro"
37181,"Micropolitan"
37183,"Large central metro"
37185,"Noncore"
37187,"Noncore"
37189,"Micropolitan"
37191,"Small metro"
37193,"Micropolitan"
37195,"Micropolitan"
37197,"Medium metro"
37199,"Noncore"
38001,"Noncore"
38003,"Noncore"
38005,"Noncore"
38009,"Noncore"
38011,"Noncore"
38015,"Small metro"
38017,"Small metro"
38019,"Noncore"
38021,"Noncore"
38025,"Noncore"
38027,"Noncore"
38029,"Noncore"
38031,"Noncore"
38035,"Small metro"
38037,"Noncore"
38039,"Noncore"
38041,"Noncore"
38043,"Noncore"
38045,"Noncore"
38047,"Noncore"
38049,"Micropolitan"
38051,"Noncore"
38053,"Noncore"
38055,"Noncore"
38057,"Noncore"
38059,"Small metro"
38061,"Noncore"
38063,"Noncore"
38067,"Noncore"
38069,"Noncore"
38071,"Noncore"
38073,"Noncore"
38075,"Micropolitan"
38077,"Micropolitan"
38079,"Noncore"
38089,"Micropolitan"
38093,"Micropolitan"
38095,"Noncore"
38097,"Noncore"
38099,"Noncore"
38101,"Micropolitan"
38103,"Noncore"
38105,"Micropolitan"
31001,"Micropolitan"
31003,"Noncore"
31011,"Noncore"
31013,"Noncore"
31015,"Noncore"
31017,"Noncore"
31019,"Micropolitan"
31021,"Noncore"
31023,"Noncore"
31025,"Medium metro"
31027,"Noncore"
31029,"Noncore"
31031,"Noncore"
31033,"Noncore"
31035,"Noncore"
31037,"Noncore"
31039,"Noncore"
31041,"Noncore"
31043,"Small metro"
31045,"Noncore"
31047,"Micropolitan"
31049,"Noncore"
31051,"Small metro"
31053,"Micropolitan"
31055,"Medium metro"
31057,"Noncore"
31059,"Noncore"
31063,"Noncore"
31065,"Noncore"
31067,"Micropolitan"
31069,"Noncore"
31071,"Noncore"
31073,"Micropolitan"
31077,"Noncore"
31079,"Small metro"
31081,"Small metro"
31083,"Noncore"
31089,"Noncore"
31093,"Small metro"
31095,"Noncore"
31097,"Noncore"
31099,"Micropolitan"
31101,"Noncore"
31103,"Noncore"
31105,"Noncore"
31107,"Noncore"
31109,"Medium metro"
31111,"Micropolitan"
31119,"Micropolitan"
31121,"Small metro"
31123,"Noncore"
31125,"Noncore"
31127,"Noncore"
31129,"Noncore"
31131,"Noncore"
31133,"Noncore"
31135,"Noncore"
31137,"Noncore"
31139,"Micropolitan"
31141,"Micropolitan"
31143,"Noncore"
31145,"Noncore"
31147,"Noncore"
31149,"Noncore"
31151,"Noncore"
31153,"Medium metro"
31155,"Medium metro"
31157,"Micropolitan"
31159,"Medium metro"
31161,"Noncore"
31163,"Noncore"
31167,"Micropolitan"
31169,"Noncore"
31173,"Noncore"
31175,"Noncore"
31177,"Medium metro"
31179,"Noncore"
31181,"Noncore"
31185,"Noncore"
33001,"Micropolitan"
33003,"Noncore"
33005,"Micropolitan"
33007,"Micropolitan"
33009,"Micropolitan"
33011,"Medium metro"
33013,"Micropolitan"
33015,"Large fringe metro"
33017,"Large fringe metro"
33019,"Micropolitan"
34001,"Medium metro"
34003,"Large fringe metro"
34005,"Large fringe metro"
34007,"Large fringe metro"
34009,"Small metro"
34011,"Small metro"
34013,"Large central metro"
34015,"Large fringe metro"
34017,"Large central metro"
34019,"Large fringe metro"
34021,"Medium metro"
34023,"Large fringe metro"
34025,"Large fringe metro"
34027,"Large fringe metro"
34029,"Large fringe metro"
34031,"Large fringe metro"
34033,"Large fringe metro"
34035,"Large fringe metro"
34037,"Large fringe metro"
34039,"Large central metro"
34041,"Medium metro"
35001,"Medium metro"
35005,"Micropolitan"
35006,"Micropolitan"
35007,"Noncore"
35009,"Micropolitan"
35013,"Small metro"
35015,"Micropolitan"
35017,"Micropolitan"
35019,"Noncore"
35025,"Micropolitan"
35027,"Noncore"
35028,"Micropolitan"
35029,"Micropolitan"
35031,"Micropolitan"
35033,"Noncore"
35035,"Micropolitan"
35037,"Noncore"
35039,"Micropolitan"
35041,"Micropolitan"
35043,"Medium metro"
35045,"Small metro"
35047,"Micropolitan"
35049,"Small metro"
35051,"Noncore"
35053,"Noncore"
35055,"Micropolitan"
35057,"Medium metro"
35059,"Noncore"
35061,"Medium metro"
32001,"Micropolitan"
32003,"Large central metro"
32005,"Micropolitan"
32007,"Micropolitan"
32013,"Micropolitan"
32015,"Noncore"
32017,"Noncore"
32019,"Micropolitan"
32021,"Noncore"
32023,"Micropolitan"
32027,"Noncore"
32029,"Medium metro"
32031,"Medium metro"
32033,"Noncore"
32510,"Small metro"
36001,"Medium metro"
36003,"Noncore"
36005,"Large central metro"
36007,"Small metro"
36009,"Micropolitan"
36011,"Micropolitan"
36013,"Micropolitan"
36015,"Small metro"
36017,"Noncore"
36019,"Micropolitan"
36021,"Micropolitan"
36023,"Micropolitan"
36025,"Noncore"
36027,"Large fringe metro"
36029,"Large central metro"
36031,"Noncore"
36033,"Micropolitan"
36035,"Micropolitan"
36037,"Micropolitan"
36039,"Noncore"
36043,"Medium metro"
36045,"Small metro"
36047,"Large central metro"
36049,"Noncore"
36051,"Large fringe metro"
36053,"Medium metro"
36055,"Large central metro"
36057,"Micropolitan"
36059,"Large fringe metro"
36061,"Large central metro"
36063,"Large fringe metro"
36065,"Medium metro"
36067,"Medium metro"
36069,"Large fringe metro"
36071,"Large fringe metro"
36073,"Large fringe metro"
36075,"Medium metro"
36077,"Micropolitan"
36079,"Large fringe metro"
36081,"Large central metro"
36083,"Medium metro"
36085,"Large central metro"
36087,"Large fringe metro"
36089,"Micropolitan"
36091,"Medium metro"
36093,"Medium metro"
36095,"Medium metro"
36097,"Noncore"
36099,"Micropolitan"
36101,"Micropolitan"
36103,"Large fringe metro"
36105,"Noncore"
36107,"Small metro"
36109,"Small metro"
36111,"Small metro"
36113,"Small metro"
36115,"Small metro"
36117,"Large fringe metro"
36119,"Large fringe metro"
36121,"Noncore"
36123,"Large fringe metro"
39001,"Noncore"
39003,"Small metro"
39005,"Micropolitan"
39007,"Micropolitan"
39009,"Micropolitan"
39011,"Micropolitan"
39013,"Small metro"
39015,"Large fringe metro"
39017,"Large fringe metro"
39019,"Medium metro"
39021,"Micropolitan"
39023,"Small metro"
39025,"Large fringe metro"
39027,"Micropolitan"
39029,"Micropolitan"
39031,"Micropolitan"
39033,"Micropolitan"
39035,"Large central metro"
39037,"Micropolitan"
39039,"Micropolitan"
39041,"Large fringe metro"
39043,"Micropolitan"
39045,"Large fringe metro"
39047,"Micropolitan"
39049,"Large central metro"
39051,"Medium metro"
39053,"Micropolitan"
39055,"Large fringe metro"
39057,"Medium metro"
39059,"Micropolitan"
39061,"Large central metro"
39063,"Micropolitan"
39065,"Noncore"
39067,"Noncore"
39069,"Noncore"
39071,"Noncore"
39073,"Large fringe metro"
39075,"Noncore"
39077,"Micropolitan"
39079,"Micropolitan"
39081,"Small metro"
39083,"Micropolitan"
39085,"Large fringe metro"
39087,"Medium metro"
39089,"Large fringe metro"
39091,"Micropolitan"
39093,"Large fringe metro"
39095,"Medium metro"
39097,"Large fringe metro"
39099,"Medium metro"
39101,"Micropolitan"
39103,"Large fringe metro"
39105,"Noncore"
39107,"Micropolitan"
39109,"Medium metro"
39111,"Noncore"
39113,"Medium metro"
39115,"Noncore"
39117,"Large fringe metro"
39119,"Micropolitan"
39121,"Noncore"
39123,"Micropolitan"
39125,"Noncore"
39127,"Large fringe metro"
39129,"Large fringe metro"
39131,"Noncore"
39133,"Medium metro"
39135,"Noncore"
39137,"Noncore"
39139,"Small metro"
39141,"Micropolitan"
39143,"Micropolitan"
39145,"Micropolitan"
39147,"Micropolitan"
39149,"Micropolitan"
39151,"Medium metro"
39153,"Medium metro"
39155,"Medium metro"
39157,"Micropolitan"
39159,"Large fringe metro"
39161,"Micropolitan"
39163,"Noncore"
39165,"Large fringe metro"
39167,"Micropolitan"
39169,"Micropolitan"
39171,"Noncore"
39173,"Medium metro"
39175,"Noncore"
40001,"Noncore"
40005,"Noncore"
40007,"Noncore"
40009,"Micropolitan"
40011,"Noncore"
40013,"Micropolitan"
40015,"Noncore"
40017,"Large fringe metro"
40019,"Micropolitan"
40021,"Micropolitan"
40023,"Noncore"
40027,"Large fringe metro"
40029,"Noncore"
40031,"Small metro"
40033,"Small metro"
40035,"Noncore"
40037,"Medium metro"
40039,"Micropolitan"
40041,"Noncore"
40043,"Noncore"
40045,"Noncore"
40047,"Micropolitan"
40049,"Noncore"
40051,"Large fringe metro"
40053,"Noncore"
40055,"Noncore"
40057,"Noncore"
40059,"Noncore"
40061,"Noncore"
40063,"Noncore"
40065,"Micropolitan"
40067,"Noncore"
40069,"Noncore"
40071,"Micropolitan"
40073,"Noncore"
40075,"Noncore"
40077,"Noncore"
40079,"Medium metro"
40081,"Large fringe metro"
40083,"Large fringe metro"
40085,"Noncore"
40087,"Large fringe metro"
40089,"Noncore"
40091,"Noncore"
40093,"Noncore"
40095,"Noncore"
40097,"Noncore"
40099,"Noncore"
40101,"Micropolitan"
40103,"Noncore"
40105,"Noncore"
40107,"Noncore"
40109,"Large central metro"
40111,"Medium metro"
40113,"Medium metro"
40115,"Micropolitan"
40117,"Medium metro"
40119,"Micropolitan"
40121,"Micropolitan"
40123,"Micropolitan"
40125,"Micropolitan"
40127,"Noncore"
40129,"Noncore"
40131,"Medium metro"
40133,"Noncore"
40135,"Medium metro"
40137,"Micropolitan"
40139,"Micropolitan"
40143,"Medium metro"
40145,"Medium metro"
40147,"Micropolitan"
40149,"Noncore"
40151,"Noncore"
40153,"Micropolitan"
41001,"Noncore"
41003,"Small metro"
41005,"Large fringe metro"
41007,"Micropolitan"
41009,"Large fringe metro"
41011,"Micropolitan"
41013,"Micropolitan"
41015,"Micropolitan"
41017,"Small metro"
41019,"Micropolitan"
41023,"Noncore"
41025,"Noncore"
41027,"Micropolitan"
41029,"Small metro"
41031,"Noncore"
41033,"Small metro"
41035,"Micropolitan"
41037,"Noncore"
41039,"Medium metro"
41041,"Micropolitan"
41043,"Small metro"
41045,"Micropolitan"
41047,"Medium metro"
41049,"Micropolitan"
41051,"Large central metro"
41053,"Medium metro"
41057,"Noncore"
41059,"Micropolitan"
41061,"Micropolitan"
41063,"Noncore"
41065,"Micropolitan"
41067,"Large fringe metro"
41071,"Large fringe metro"
42001,"Small metro"
42003,"Large central metro"
42005,"Large fringe metro"
42007,"Large fringe metro"
42009,"Noncore"
42011,"Medium metro"
42013,"Small metro"
42015,"Micropolitan"
42017,"Large fringe metro"
42019,"Large fringe metro"
42021,"Small metro"
42023,"Noncore"
42025,"Medium metro"
42027,"Small metro"
42029,"Large fringe metro"
42031,"Noncore"
42033,"Micropolitan"
42035,"Micropolitan"
42037,"Small metro"
42039,"Micropolitan"
42041,"Medium metro"
42043,"Medium metro"
42045,"Large fringe metro"
42047,"Noncore"
42049,"Medium metro"
42051,"Large fringe metro"
42053,"Noncore"
42055,"Small metro"
42057,"Noncore"
42059,"Noncore"
42061,"Micropolitan"
42063,"Micropolitan"
42065,"Noncore"
42067,"Noncore"
42069,"Medium metro"
42071,"Medium metro"
42073,"Micropolitan"
42075,"Small metro"
42077,"Medium metro"
42079,"Medium metro"
42081,"Small metro"
42083,"Micropolitan"
42085,"Medium metro"
42087,"Micropolitan"
42089,"Small metro"
42091,"Large fringe metro"
42093,"Small metro"
42095,"Medium metro"
42097,"Micropolitan"
42099,"Medium metro"
42101,"Large central metro"
42103,"Large fringe metro"
42105,"Noncore"
42107,"Micropolitan"
42109,"Micropolitan"
42111,"Micropolitan"
42113,"Noncore"
42115,"Noncore"
42117,"Noncore"
42119,"Micropolitan"
42121,"Micropolitan"
42123,"Micropolitan"
42125,"Large fringe metro"
42127,"Noncore"
42129,"Large fringe metro"
42131,"Medium metro"
42133,"Medium metro"
44001,"Large fringe metro"
44003,"Large fringe metro"
44005,"Large fringe metro"
44007,"Large central metro"
44009,"Large fringe metro"
45001,"Micropolitan"
45003,"Medium metro"
45005,"Noncore"
45007,"Medium metro"
45009,"Noncore"
45011,"Noncore"
45013,"Small metro"
45015,"Medium metro"
45017,"Medium metro"
45019,"Medium metro"
45021,"Micropolitan"
45023,"Large fringe metro"
45025,"Noncore"
45027,"Noncore"
45029,"Noncore"
45031,"Small metro"
45033,"Noncore"
45035,"Medium metro"
45037,"Medium metro"
45039,"Medium metro"
45041,"Small metro"
45043,"Micropolitan"
45045,"Medium metro"
45047,"Micropolitan"
45049,"Noncore"
45051,"Medium metro"
45053,"Small metro"
45055,"Medium metro"
45057,"Large fringe metro"
45059,"Medium metro"
45061,"Noncore"
45063,"Medium metro"
45065,"Noncore"
45067,"Noncore"
45069,"Micropolitan"
45071,"Micropolitan"
45073,"Micropolitan"
45075,"Micropolitan"
45077,"Medium metro"
45079,"Medium metro"
45081,"Medium metro"
45083,"Medium metro"
45085,"Small metro"
45087,"Medium metro"
45089,"Noncore"
45091,"Large fringe metro"
46003,"Noncore"
46005,"Micropolitan"
46007,"Noncore"
46009,"Noncore"
46011,"Micropolitan"
46013,"Micropolitan"
46015,"Noncore"
46017,"Noncore"
46019,"Noncore"
46023,"Noncore"
46025,"Noncore"
46027,"Micropolitan"
46029,"Micropolitan"
46033,"Small metro"
46035,"Micropolitan"
46037,"Noncore"
46039,"Noncore"
46043,"Noncore"
46045,"Micropolitan"
46047,"Noncore"
46049,"Noncore"
46051,"Noncore"
46053,"Noncore"
46055,"Noncore"
46057,"Noncore"
46059,"Noncore"
46065,"Micropolitan"
46067,"Noncore"
46071,"Noncore"
46073,"Noncore"
46077,"Noncore"
46079,"Noncore"
46081,"Micropolitan"
46083,"Small metro"
46085,"Noncore"
46087,"Small metro"
46089,"Noncore"
46091,"Noncore"
46093,"Small metro"
46095,"Noncore"
46097,"Noncore"
46099,"Small metro"
46101,"Noncore"
46103,"Small metro"
46105,"Noncore"
46107,"Noncore"
46109,"Noncore"
46113,"Noncore"
46115,"Noncore"
46117,"Micropolitan"
46121,"Noncore"
46123,"Noncore"
46125,"Small metro"
46127,"Small metro"
46129,"Noncore"
46135,"Micropolitan"
46137,"Noncore"
47001,"Medium metro"
47003,"Micropolitan"
47005,"Noncore"
47007,"Noncore"
47009,"Medium metro"
47011,"Small metro"
47013,"Medium metro"
47015,"Large fringe metro"
47017,"Noncore"
47019,"Small metro"
47021,"Large fringe metro"
47023,"Small metro"
47025,"Noncore"
47027,"Noncore"
47029,"Micropolitan"
47031,"Micropolitan"
47033,"Small metro"
47035,"Micropolitan"
47037,"Large central metro"
47039,"Noncore"
47041,"Noncore"
47043,"Large fringe metro"
47045,"Micropolitan"
47047,"Large fringe metro"
47049,"Noncore"
47051,"Micropolitan"
47053,"Noncore"
47055,"Noncore"
47057,"Medium metro"
47059,"Micropolitan"
47061,"Noncore"
47063,"Small metro"
47065,"Medium metro"
47067,"Noncore"
47069,"Noncore"
47071,"Noncore"
47073,"Medium metro"
47075,"Noncore"
47077,"Noncore"
47079,"Micropolitan"
47081,"Large fringe metro"
47083,"Noncore"
47085,"Noncore"
47087,"Micropolitan"
47089,"Small metro"
47091,"Noncore"
47093,"Medium metro"
47095,"Noncore"
47097,"Noncore"
47099,"Micropolitan"
47101,"Noncore"
47103,"Noncore"
47105,"Medium metro"
47107,"Micropolitan"
47109,"Noncore"
47111,"Large fringe metro"
47113,"Small metro"
47115,"Medium metro"
47117,"Micropolitan"
47119,"Large fringe metro"
47121,"Noncore"
47123,"Noncore"
47125,"Medium metro"
47127,"Micropolitan"
47129,"Medium metro"
47131,"Micropolitan"
47133,"Micropolitan"
47135,"Noncore"
47137,"Noncore"
47139,"Small metro"
47141,"Micropolitan"
47143,"Micropolitan"
47145,"Medium metro"
47147,"Large fringe metro"
47149,"Large fringe metro"
47151,"Noncore"
47153,"Medium metro"
47155,"Micropolitan"
47157,"Large central metro"
47159,"Large fringe metro"
47161,"Noncore"
47163,"Medium metro"
47165,"Large fringe metro"
47167,"Large fringe metro"
47169,"Large fringe metro"
47171,"Small metro"
47173,"Medium metro"
47175,"Noncore"
47177,"Micropolitan"
47179,"Small metro"
47181,"Noncore"
47183,"Micropolitan"
47185,"Noncore"
47187,"Large fringe metro"
47189,"Large fringe metro"
48001,"Micropolitan"
48003,"Micropolitan"
48005,"Micropolitan"
48007,"Medium metro"
48009,"Small metro"
48011,"Medium metro"
48013,"Large fringe metro"
48015,"Large fringe metro"
48017,"Noncore"
48019,"Large fringe metro"
48021,"Large fringe metro"
48023,"Noncore"
48025,"Micropolitan"
48027,"Medium metro"
48029,"Large central metro"
48031,"Noncore"
48035,"Noncore"
48037,"Small metro"
48039,"Large fringe metro"
48041,"Small metro"
48043,"Noncore"
48045,"Noncore"
48047,"Noncore"
48049,"Micropolitan"
48051,"Small metro"
48053,"Noncore"
48055,"Large fringe metro"
48057,"Micropolitan"
48059,"Small metro"
48061,"Medium metro"
48063,"Noncore"
48065,"Medium metro"
48067,"Noncore"
48069,"Noncore"
48071,"Large fringe metro"
48073,"Micropolitan"
48075,"Noncore"
48077,"Small metro"
48079,"Noncore"
48081,"Noncore"
48083,"Noncore"
48085,"Large central metro"
48087,"Noncore"
48089,"Noncore"
48091,"Large fringe metro"
48093,"Noncore"
48095,"Noncore"
48097,"Micropolitan"
48099,"Medium metro"
48101,"Noncore"
48103,"Noncore"
48105,"Noncore"
48107,"Medium metro"
48109,"Noncore"
48111,"Noncore"
48113,"Large central metro"
48115,"Micropolitan"
48117,"Micropolitan"
48119,"Noncore"
48121,"Large fringe metro"
48123,"Noncore"
48127,"Noncore"
48129,"Noncore"
48131,"Noncore"
48133,"Noncore"
48135,"Small metro"
48137,"Noncore"
48139,"Large fringe metro"
48141,"Medium metro"
48143,"Micropolitan"
48145,"Medium metro"
48147,"Noncore"
48149,"Noncore"
48151,"Noncore"
48153,"Noncore"
48155,"Noncore"
48157,"Large fringe metro"
48159,"Noncore"
48161,"Noncore"
48163,"Noncore"
48165,"Noncore"
48167,"Large fringe metro"
48169,"Noncore"
48171,"Micropolitan"
48175,"Small metro"
48177,"Noncore"
48179,"Micropolitan"
48181,"Small metro"
48183,"Small metro"
48185,"Noncore"
48187,"Large fringe metro"
48189,"Micropolitan"
48191,"Noncore"
48193,"Noncore"
48195,"Noncore"
48197,"Noncore"
48199,"Medium metro"
48201,"Large central metro"
48203,"Micropolitan"
48205,"Noncore"
48207,"Noncore"
48209,"Large fringe metro"
48211,"Noncore"
48213,"Micropolitan"
48215,"Medium metro"
48217,"Noncore"
48219,"Micropolitan"
48221,"Large fringe metro"
48223,"Micropolitan"
48225,"Noncore"
48227,"Micropolitan"
48229,"Medium metro"
48231,"Large fringe metro"
48233,"Micropolitan"
48237,"Noncore"
48239,"Noncore"
48241,"Noncore"
48243,"Noncore"
48245,"Medium metro"
48247,"Noncore"
48249,"Micropolitan"
48251,"Large fringe metro"
48253,"Small metro"
48255,"Noncore"
48257,"Large fringe metro"
48259,"Large fringe metro"
48265,"Micropolitan"
48267,"Noncore"
48271,"Noncore"
48273,"Micropolitan"
48275,"Noncore"
48277,"Micropolitan"
48279,"Noncore"
48281,"Medium metro"
48283,"Noncore"
48285,"Noncore"
48287,"Noncore"
48289,"Noncore"
48291,"Large fringe metro"
48293,"Noncore"
48295,"Noncore"
48297,"Noncore"
48299,"Noncore"
48303,"Medium metro"
